from_currency_code,from_currency_name,to_currency_code,to_currency_name,exchange_rate,last_refreshed,time_zone
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 05:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0159,2018-08-22 05:45:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29129,2018-08-22 05:45:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 05:46:04,UTC
EUR,Euro,USD,United States Dollar,1.15781,2018-08-22 05:46:34,UTC
EUR,Euro,USD,United States Dollar,1.15744,2018-08-22 06:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 06:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0158,2018-08-22 06:01:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29088,2018-08-22 06:01:35,UTC
EUR,Euro,USD,United States Dollar,1.15715,2018-08-22 06:15:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29071,2018-08-22 06:15:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 06:16:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0155,2018-08-22 06:16:34,UTC
EUR,Euro,USD,United States Dollar,1.1563,2018-08-22 06:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 06:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0154,2018-08-22 06:31:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29021,2018-08-22 06:31:33,UTC
EUR,Euro,USD,United States Dollar,1.15647,2018-08-22 06:45:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2899,2018-08-22 06:45:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0148,2018-08-22 06:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 06:46:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29001,2018-08-22 07:00:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 07:00:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0155,2018-08-22 07:01:05,UTC
EUR,Euro,USD,United States Dollar,1.1564,2018-08-22 07:01:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0153,2018-08-22 07:15:04,UTC
EUR,Euro,USD,United States Dollar,1.15657,2018-08-22 07:15:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28963,2018-08-22 07:16:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 07:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0149,2018-08-22 07:30:03,UTC
EUR,Euro,USD,United States Dollar,1.15679,2018-08-22 07:30:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 07:31:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28937,2018-08-22 07:31:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.015,2018-08-22 07:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28856,2018-08-22 07:45:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 07:46:05,UTC
EUR,Euro,USD,United States Dollar,1.1562,2018-08-22 07:46:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28817,2018-08-22 08:00:03,UTC
EUR,Euro,USD,United States Dollar,1.156,2018-08-22 08:00:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 08:01:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.015,2018-08-22 08:01:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2875,2018-08-22 08:15:02,UTC
EUR,Euro,USD,United States Dollar,1.15582,2018-08-22 08:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0145,2018-08-22 08:16:06,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 08:16:37,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0152,2018-08-22 08:30:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28727,2018-08-22 08:30:33,UTC
EUR,Euro,USD,United States Dollar,1.15567,2018-08-22 08:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 08:31:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 08:45:04,UTC
EUR,Euro,USD,United States Dollar,1.15585,2018-08-22 08:45:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28758,2018-08-22 08:46:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0151,2018-08-22 08:46:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28834,2018-08-22 09:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0158,2018-08-22 09:00:32,UTC
EUR,Euro,USD,United States Dollar,1.15755,2018-08-22 09:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 09:01:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0171,2018-08-22 09:15:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 09:15:34,UTC
EUR,Euro,USD,United States Dollar,1.1586,2018-08-22 09:16:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28925,2018-08-22 09:16:34,UTC
EUR,Euro,USD,United States Dollar,1.15875,2018-08-22 09:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28904,2018-08-22 09:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 09:31:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0171,2018-08-22 09:31:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 09:45:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0173,2018-08-22 09:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28866,2018-08-22 09:46:03,UTC
EUR,Euro,USD,United States Dollar,1.15877,2018-08-22 09:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 10:00:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28926,2018-08-22 10:00:33,UTC
EUR,Euro,USD,United States Dollar,1.1588,2018-08-22 10:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0175,2018-08-22 10:01:33,UTC
EUR,Euro,USD,United States Dollar,1.1591,2018-08-22 10:15:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0171,2018-08-22 10:15:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 10:16:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28795,2018-08-22 10:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0168,2018-08-22 10:30:03,UTC
EUR,Euro,USD,United States Dollar,1.15899,2018-08-22 10:30:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2884,2018-08-22 10:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 10:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0167,2018-08-22 10:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2882,2018-08-22 10:45:33,UTC
EUR,Euro,USD,United States Dollar,1.15851,2018-08-22 10:46:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 10:46:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0165,2018-08-22 11:00:05,UTC
EUR,Euro,USD,United States Dollar,1.15913,2018-08-22 11:00:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2888,2018-08-22 11:01:05,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 11:01:36,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 11:15:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2909,2018-08-22 11:15:34,UTC
EUR,Euro,USD,United States Dollar,1.16138,2018-08-22 11:16:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0177,2018-08-22 11:16:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 11:30:04,UTC
EUR,Euro,USD,United States Dollar,1.16082,2018-08-22 11:30:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29037,2018-08-22 11:31:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0181,2018-08-22 11:31:34,UTC
EUR,Euro,USD,United States Dollar,1.16064,2018-08-22 11:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0181,2018-08-22 11:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 11:46:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29035,2018-08-22 11:46:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0183,2018-08-22 12:00:05,UTC
EUR,Euro,USD,United States Dollar,1.1609,2018-08-22 12:00:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29086,2018-08-22 12:01:05,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 12:01:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 12:15:03,UTC
EUR,Euro,USD,United States Dollar,1.16152,2018-08-22 12:15:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0182,2018-08-22 12:16:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29145,2018-08-22 12:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29137,2018-08-22 12:30:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0186,2018-08-22 12:30:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 12:31:05,UTC
EUR,Euro,USD,United States Dollar,1.16186,2018-08-22 12:31:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0192,2018-08-22 12:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2922,2018-08-22 12:45:33,UTC
EUR,Euro,USD,United States Dollar,1.16165,2018-08-22 12:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 12:46:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 13:00:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0185,2018-08-22 13:00:33,UTC
EUR,Euro,USD,United States Dollar,1.16185,2018-08-22 13:01:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29293,2018-08-22 13:01:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00906,2018-08-22 13:15:05,UTC
EUR,Euro,USD,United States Dollar,1.16151,2018-08-22 13:15:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0186,2018-08-22 13:16:06,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29313,2018-08-22 13:16:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29222,2018-08-22 13:30:05,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0178,2018-08-22 13:30:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 13:31:07,UTC
EUR,Euro,USD,United States Dollar,1.16061,2018-08-22 13:31:37,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 13:45:04,UTC
EUR,Euro,USD,United States Dollar,1.15979,2018-08-22 13:45:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0176,2018-08-22 13:46:06,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29205,2018-08-22 13:46:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.292,2018-08-22 14:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0174,2018-08-22 14:00:32,UTC
EUR,Euro,USD,United States Dollar,1.15998,2018-08-22 14:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 14:01:32,UTC
EUR,Euro,USD,United States Dollar,1.15987,2018-08-22 14:15:01,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0176,2018-08-22 14:15:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 14:16:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29189,2018-08-22 14:16:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0172,2018-08-22 14:30:06,UTC
EUR,Euro,USD,United States Dollar,1.1587,2018-08-22 14:30:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29091,2018-08-22 14:31:06,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 14:31:36,UTC
CHF,Swiss Franc,USD,United States Dollar,1.018,2018-08-22 14:45:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2916,2018-08-22 14:45:33,UTC
EUR,Euro,USD,United States Dollar,1.15931,2018-08-22 14:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 14:46:33,UTC
EUR,Euro,USD,United States Dollar,1.15985,2018-08-22 15:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 15:00:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29079,2018-08-22 15:01:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0171,2018-08-22 15:01:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 15:15:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29102,2018-08-22 15:15:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0174,2018-08-22 15:16:07,UTC
EUR,Euro,USD,United States Dollar,1.15994,2018-08-22 15:16:37,UTC
EUR,Euro,USD,United States Dollar,1.15942,2018-08-22 15:30:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2908,2018-08-22 15:30:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 15:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0168,2018-08-22 15:31:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29083,2018-08-22 15:45:04,UTC
EUR,Euro,USD,United States Dollar,1.15927,2018-08-22 15:45:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 15:46:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0163,2018-08-22 15:46:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0164,2018-08-22 16:00:05,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 16:00:35,UTC
EUR,Euro,USD,United States Dollar,1.15936,2018-08-22 16:01:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29088,2018-08-22 16:01:35,UTC
EUR,Euro,USD,United States Dollar,1.15929,2018-08-22 16:15:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 16:15:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0165,2018-08-22 16:16:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2907,2018-08-22 16:16:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2915,2018-08-22 16:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 16:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0168,2018-08-22 16:31:04,UTC
EUR,Euro,USD,United States Dollar,1.15923,2018-08-22 16:31:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29121,2018-08-22 16:45:06,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 16:45:36,UTC
EUR,Euro,USD,United States Dollar,1.15904,2018-08-22 16:46:06,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0161,2018-08-22 16:46:36,UTC
EUR,Euro,USD,United States Dollar,1.159,2018-08-22 17:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 17:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0166,2018-08-22 17:01:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29088,2018-08-22 17:01:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0162,2018-08-22 17:15:04,UTC
EUR,Euro,USD,United States Dollar,1.1586,2018-08-22 17:15:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 17:16:06,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29056,2018-08-22 17:16:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29066,2018-08-22 17:30:05,UTC
EUR,Euro,USD,United States Dollar,1.1587,2018-08-22 17:30:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0164,2018-08-22 17:31:06,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 17:31:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29098,2018-08-22 17:45:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 17:45:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0163,2018-08-22 17:46:05,UTC
EUR,Euro,USD,United States Dollar,1.15899,2018-08-22 17:46:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0163,2018-08-22 18:00:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29092,2018-08-22 18:00:34,UTC
EUR,Euro,USD,United States Dollar,1.1603,2018-08-22 18:01:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00905,2018-08-22 18:01:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 18:15:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29215,2018-08-22 18:15:34,UTC
EUR,Euro,USD,United States Dollar,1.16042,2018-08-22 18:16:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0171,2018-08-22 18:16:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0166,2018-08-22 18:30:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29164,2018-08-22 18:30:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 18:31:03,UTC
EUR,Euro,USD,United States Dollar,1.15894,2018-08-22 18:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29122,2018-08-22 18:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0168,2018-08-22 18:45:32,UTC
EUR,Euro,USD,United States Dollar,1.15861,2018-08-22 18:46:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 18:46:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0163,2018-08-22 19:00:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 19:00:34,UTC
EUR,Euro,USD,United States Dollar,1.159,2018-08-22 19:01:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29132,2018-08-22 19:01:34,UTC
EUR,Euro,USD,United States Dollar,1.15932,2018-08-22 19:15:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29159,2018-08-22 19:15:33,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 19:16:05,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0168,2018-08-22 19:16:35,UTC
EUR,Euro,USD,United States Dollar,1.15973,2018-08-22 19:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 19:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0172,2018-08-22 19:31:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29176,2018-08-22 19:31:34,UTC
EUR,Euro,USD,United States Dollar,1.15986,2018-08-22 19:45:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0171,2018-08-22 19:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2914,2018-08-22 19:46:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 19:46:33,UTC
EUR,Euro,USD,United States Dollar,1.16041,2018-08-22 20:00:02,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.292,2018-08-22 20:00:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 20:01:04,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0174,2018-08-22 20:01:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0172,2018-08-22 20:15:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29157,2018-08-22 20:15:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 20:16:05,UTC
EUR,Euro,USD,United States Dollar,1.15978,2018-08-22 20:16:35,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0167,2018-08-22 20:30:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29128,2018-08-22 20:30:35,UTC
EUR,Euro,USD,United States Dollar,1.15963,2018-08-22 20:31:05,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 20:31:35,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 20:45:06,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0169,2018-08-22 20:45:36,UTC
EUR,Euro,USD,United States Dollar,1.15957,2018-08-22 20:46:06,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29124,2018-08-22 20:46:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29075,2018-08-22 21:00:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0166,2018-08-22 21:00:32,UTC
EUR,Euro,USD,United States Dollar,1.15936,2018-08-22 21:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 21:01:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 21:15:04,UTC
EUR,Euro,USD,United States Dollar,1.15967,2018-08-22 21:15:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0169,2018-08-22 21:16:06,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29131,2018-08-22 21:16:36,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29123,2018-08-22 21:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 21:30:32,UTC
EUR,Euro,USD,United States Dollar,1.15969,2018-08-22 21:31:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0169,2018-08-22 21:31:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29136,2018-08-22 21:45:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0168,2018-08-22 21:45:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 21:46:04,UTC
EUR,Euro,USD,United States Dollar,1.15954,2018-08-22 21:46:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 22:00:05,UTC
EUR,Euro,USD,United States Dollar,1.15938,2018-08-22 22:00:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29113,2018-08-22 22:01:05,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0174,2018-08-22 22:01:35,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29133,2018-08-22 22:15:03,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0168,2018-08-22 22:15:33,UTC
EUR,Euro,USD,United States Dollar,1.15974,2018-08-22 22:16:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 22:16:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29166,2018-08-22 22:30:04,UTC
EUR,Euro,USD,United States Dollar,1.15986,2018-08-22 22:30:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 22:31:05,UTC
CHF,Swiss Franc,USD,United States Dollar,1.017,2018-08-22 22:31:35,UTC
EUR,Euro,USD,United States Dollar,1.15973,2018-08-22 22:45:01,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 22:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29145,2018-08-22 22:46:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.017,2018-08-22 22:46:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29153,2018-08-22 23:00:02,UTC
EUR,Euro,USD,United States Dollar,1.1596,2018-08-22 23:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0174,2018-08-22 23:01:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 23:01:33,UTC
EUR,Euro,USD,United States Dollar,1.15947,2018-08-22 23:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 23:15:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29134,2018-08-22 23:16:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0169,2018-08-22 23:16:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0172,2018-08-22 23:30:03,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29108,2018-08-22 23:30:33,UTC
EUR,Euro,USD,United States Dollar,1.15934,2018-08-22 23:31:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-22 23:31:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0167,2018-08-22 23:45:03,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-22 23:45:33,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29057,2018-08-22 23:46:03,UTC
EUR,Euro,USD,United States Dollar,1.15881,2018-08-22 23:46:33,UTC
EUR,Euro,USD,United States Dollar,1.15849,2018-08-23 00:00:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-23 00:00:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0169,2018-08-23 00:01:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.29044,2018-08-23 00:01:34,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28972,2018-08-23 00:15:04,UTC
EUR,Euro,USD,United States Dollar,1.15753,2018-08-23 00:15:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0165,2018-08-23 00:16:04,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00904,2018-08-23 00:16:34,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-23 00:30:03,UTC
EUR,Euro,USD,United States Dollar,1.15759,2018-08-23 00:30:33,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0166,2018-08-23 00:31:05,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28943,2018-08-23 00:31:35,UTC
EUR,Euro,USD,United States Dollar,1.15695,2018-08-23 00:45:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00903,2018-08-23 00:45:32,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28911,2018-08-23 00:46:02,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0161,2018-08-23 00:46:32,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00902,2018-08-23 01:00:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.2891,2018-08-23 01:00:34,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0158,2018-08-23 01:01:05,UTC
EUR,Euro,USD,United States Dollar,1.15628,2018-08-23 01:01:35,UTC
EUR,Euro,USD,United States Dollar,1.15701,2018-08-23 01:15:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00902,2018-08-23 01:15:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0156,2018-08-23 01:16:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28914,2018-08-23 01:16:34,UTC
EUR,Euro,USD,United States Dollar,1.15674,2018-08-23 01:30:02,UTC
JPY,Japanese Yen,USD,United States Dollar,0.00902,2018-08-23 01:30:32,UTC
CHF,Swiss Franc,USD,United States Dollar,1.0158,2018-08-23 01:31:04,UTC
GBP,British Pound Sterling,USD,United States Dollar,1.28904,2018-08-23 01:31:34,UTC
EUR,Euro,USD,United States Dollar,1.15625,2018-08-23 01:45:02,UTC
